Table,State,Town,Area,Total_Rural_Urban,Educational level,Total_Persons,Male_Persons,Female_Persons,Total_Main_worker,Male_Main_worker,Female_Main_worker,Total_Marg_worker,Male_Marg_worker,Female_Marg_worker,Total_marg_worker_avlbl_for_work,Male_marg_worker_avlbl_for_work,Female_marg_worker_avlbl_for_work,Total_Non_worker,Male_Non_worker,Female_Non_worker,Total_Non_worker_avlbl_for_work,Male_Non_worker_avlbl_for_work,Female_Non_worker_avlbl_for_work
B0103,27,802796,Panvel (M Cl),Urban,Literate but below matric/secondary,51092,25256,25836,11023,8929,2094,1673,985,688,690,378,312,38396,15342,23054,1043,574,469
B0103,27,802796,Panvel (M Cl),Urban,Matric/secondary but below graduate,48027,25560,22467,17353,14752,2601,1755,1164,591,569,335,234,28919,9644,19275,1892,964,928
B0103,27,802796,Panvel (M Cl),Urban,Technical diploma or certificate not equal to degree,4919,3874,1045,3224,2858,366,159,118,41,32,19,13,1536,898,638,217,144,73
B0103,27,802796,Panvel (M Cl),Urban,Graduate and above other than technical degree,29600,14627,14973,16445,11582,4863,1242,721,521,290,145,145,11913,2324,9589,1342,482,860
B0103,27,802796,Panvel (M Cl),Urban,Technical degree or diploma equal to degree or post-graduate degree,10013,6337,3676,6882,5039,1843,468,278,190,97,52,45,2663,1020,1643,538,258,280
B0103,27,802811,Pimpri Chinchwad (M Corp.),Urban,Total,1727692,942533,785159,629863,521922,107941,46969,31617,15352,12392,8968,3424,1050860,388994,661866,37140,17484,19656
B0103,27,802811,Pimpri Chinchwad (M Corp.),Urban,Illiterate,384034,180818,203216,60947,39428,21519,7454,3675,3779,2030,1149,881,315633,137715,177918,2249,812,1437
B0103,27,802811,Pimpri Chinchwad (M Corp.),Urban,Literate,1343658,761715,581943,568916,482494,86422,39515,27942,11573,10362,7819,2543,735227,251279,483948,34891,16672,18219
B0103,27,802811,Pimpri Chinchwad (M Corp.),Urban,Literate but below matric/secondary,512616,267604,245012,144646,123083,21563,12609,8707,3902,3705,2921,784,355361,135814,219547,7705,3741,3964
B0103,27,802811,Pimpri Chinchwad (M Corp.),Urban,Matric/secondary but below graduate,424142,252007,172135,189507,171417,18090,11694,8782,2912,3275,2634,641,222941,71808,151133,11854,6473,5381
B0103,27,802811,Pimpri Chinchwad (M Corp.),Urban,Technical diploma or certificate not equal to degree,44797,38757,6040,33802,31389,2413,1772,1560,212,531,479,52,9223,5808,3415,1104,706,398
B0103,27,802811,Pimpri Chinchwad (M Corp.),Urban,Graduate and above other than technical degree,170024,88581,81443,92514,69745,22769,5028,2981,2047,1271,736,535,72482,15855,56627,7717,2837,4880
B0103,27,802811,Pimpri Chinchwad (M Corp.),Urban,Technical degree or diploma equal to degree or post-graduate degree,79557,52992,26565,54586,41833,12753,2722,1809,913,572,329,243,22249,9350,12899,3921,1815,2106
B0103,27,802814,Pune (M Corp.),Urban,Total,3124458,1603675,1520783,1129388,840185,289203,73765,40669,33096,22987,14523,8464,1921305,722821,1198484,91739,42498,49241
B0103,27,802814,Pune (M Corp.),Urban,Illiterate,628134,286330,341804,114358,66961,47397,12128,5524,6604,3636,1950,1686,501648,213845,287803,6677,2446,4231
B0103,27,802814,Pune (M Corp.),Urban,Literate,2496324,1317345,1178979,1015030,773224,241806,61637,35145,26492,19351,12573,6778,1419657,508976,910681,85062,40052,45010
B0103,27,802814,Pune (M Corp.),Urban,Literate but below matric/secondary,954598,480910,473688,268987,209613,59374,23340,13772,9568,7620,5422,2198,662271,257525,404746,21672,10618,11054
B0103,27,802814,Pune (M Corp.),Urban,Matric/secondary but below graduate,747533,405199,342334,288507,241373,47134,18688,11438,7250,6055,4183,1872,440338,152388,287950,31050,16167,14883
B0103,27,802814,Pune (M Corp.),Urban,Technical diploma or certificate not equal to degree,52876,40297,12579,33968,28942,5026,1168,844,324,293,199,94,17740,10511,7229,1785,1074,711
B0103,27,802814,Pune (M Corp.),Urban,Graduate and above other than technical degree,466618,228936,237682,256369,173507,82862,10703,4944,5759,3163,1507,1656,199546,50485,149061,19497,6981,12516
B0103,27,802814,Pune (M Corp.),Urban,Technical degree or diploma equal to degree or post-graduate degree,189890,120086,69804,130710,93668,37042,4070,2250,1820,1230,649,581,55110,24168,30942,8006,3729,4277
B0103,27,802828,Ahmadnagar (M Corp.),Urban,Total,350859,178899,171960,113174,86926,26248,11096,6502,4594,3591,2368,1223,226589,85471,141118,11182,5175,6007
B0103,27,802828,Ahmadnagar (M Corp.),Urban,Illiterate,70347,31218,39129,10818,6043,4775,1729,738,991,608,296,312,57800,24437,33363,733,244,489
B0103,27,802828,Ahmadnagar (M Corp.),Urban,Literate,280512,147681,132831,102356,80883,21473,9367,5764,3603,2983,2072,911,168789,61034,107755,10449,4931,5518
B0103,27,802828,Ahmadnagar (M Corp.),Urban,Literate but below matric/secondary,117277,56853,60424,30095,22591,7504,3814,2208,1606,1251,878,373,83368,32054,51314,2292,1047,1245
B0103,27,802828,Ahmadnagar (M Corp.),Urban,Matric/secondary but below graduate,92994,50014,42980,34349,29083,5266,2997,1999,998,977,721,256,55648,18932,36716,4251,2154,2097
B0103,27,802828,Ahmadnagar (M Corp.),Urban,Technical diploma or certificate not equal to degree,6610,5140,1470,4109,3676,433,211,164,47,85,67,18,2290,1300,990,355,216,139
B0103,27,802828,Ahmadnagar (M Corp.),Urban,Graduate and above other than technical degree,39709,22866,16843,22069,17180,4889,1175,714,461,352,210,142,16465,4972,11493,2274,948,1326
B0103,27,802828,Ahmadnagar (M Corp.),Urban,Technical degree or diploma equal to degree or post-graduate degree,11952,6966,4986,6864,4665,2199,381,218,163,118,68,50,4707,2083,2624,948,435,513
B0103,27,802835,Bid (M Cl),Urban,Total,146709,75566,71143,41658,33155,8503,5728,3854,1874,2196,1591,605,99323,38557,60766,6627,3510,3117
B0103,27,802835,Bid (M Cl),Urban,Illiterate,33460,14703,18757,4183,2419,1764,844,351,493,329,164,165,28433,11933,16500,344,114,230
B0103,27,802835,Bid (M Cl),Urban,Literate,113249,60863,52386,37475,30736,6739,4884,3503,1381,1867,1427,440,70890,26624,44266,6283,3396,2887
B0103,27,802835,Bid (M Cl),Urban,Literate but below matric/secondary,52833,26773,26060,12765,10535,2230,1885,1318,567,745,584,161,38183,14920,23263,1479,792,687
B0103,27,802835,Bid (M Cl),Urban,Matric/secondary but below graduate,32555,17581,14974,10566,9106,1460,1448,1065,383,572,444,128,20541,7410,13131,2453,1326,1127
B0103,27,802835,Bid (M Cl),Urban,Technical diploma or certificate not equal to degree,1454,1101,353,768,678,90,73,62,11,25,22,3,613,361,252,158,106,52
B0103,27,802835,Bid (M Cl),Urban,Graduate and above other than technical degree,13555,8944,4611,7711,6426,1285,771,597,174,270,209,61,5073,1921,3152,1142,633,509
B0103,27,802835,Bid (M Cl),Urban,Technical degree or diploma equal to degree or post-graduate degree,5475,3308,2167,3029,2062,967,250,160,90,96,61,35,2196,1086,1110,694,388,306
B0103,27,802840,Latur (M Cl),Urban,Total,382940,197737,185203,104528,86330,18198,11516,7933,3583,2973,2164,809,266896,103474,163422,9181,4832,4349
B0103,27,802840,Latur (M Cl),Urban,Illiterate,100703,44530,56173,15674,10529,5145,2441,1294,1147,713,400,313,82588,32707,49881,948,335,613
B0103,27,802840,Latur (M Cl),Urban,Literate,282237,153207,129030,88854,75801,13053,9075,6639,2436,2260,1764,496,184308,70767,113541,8233,4497,3736
B0103,27,802840,Latur (M Cl),Urban,Literate but below matric/secondary,136707,69426,67281,30446,25931,4515,3860,2713,1147,1062,812,250,102401,40782,61619,2399,1217,1182
B0103,27,802840,Latur (M Cl),Urban,Matric/secondary but below graduate,82652,44679,37973,26751,23807,2944,2639,2027,612,665,556,109,53262,18845,34417,2905,1650,1255
B0103,27,802840,Latur (M Cl),Urban,Technical diploma or certificate not equal to degree,3982,2996,986,2112,1894,218,120,98,22,23,16,7,1750,1004,746,190,122,68
B0103,27,802840,Latur (M Cl),Urban,Graduate and above other than technical degree,29077,18952,10125,15995,13611,2384,1032,778,254,194,146,48,12050,4563,7487,1387,793,594
B0103,27,802840,Latur (M Cl),Urban,Technical degree or diploma equal to degree or post-graduate degree,13278,8717,4561,7334,5438,1896,434,295,139,92,60,32,5510,2984,2526,871,497,374
B0103,27,802844,Udgir (M Cl),Urban,Total,103550,54013,49537,26151,21972,4179,3732,2648,1084,1365,985,380,73667,29393,44274,3248,1781,1467
B0103,27,802844,Udgir (M Cl),Urban,Illiterate,27799,11948,15851,4337,2857,1480,687,340,347,292,152,140,22775,8751,14024,308,84,224
B0103,27,802844,Udgir (M Cl),Urban,Literate,75751,42065,33686,21814,19115,2699,3045,2308,737,1073,833,240,50892,20642,30250,2940,1697,1243
B0103,27,802844,Udgir (M Cl),Urban,Literate but below matric/secondary,39180,20498,18682,8440,7359,1081,1252,927,325,556,432,124,29488,12212,17276,887,447,440
B0103,27,802844,Udgir (M Cl),Urban,Matric/secondary but below graduate,21307,11757,9550,6630,6019,611,865,661,204,295,231,64,13812,5077,8735,980,580,400
B0103,27,802844,Udgir (M Cl),Urban,Technical diploma or certificate not equal to degree,706,577,129,324,299,25,38,29,9,7,6,1,344,249,95,70,59,11
B0103,27,802844,Udgir (M Cl),Urban,Graduate and above other than technical degree,6437,4516,1921,3243,2865,378,341,281,60,71,60,11,2853,1370,1483,473,315,158
B0103,27,802844,Udgir (M Cl),Urban,Technical degree or diploma equal to degree or post-graduate degree,3487,2384,1103,1703,1332,371,197,137,60,48,33,15,1587,915,672,361,205,156
B0103,27,802848,Osmanabad (M Cl),Urban,Total,111825,57824,54001,30914,24475,6439,3588,2517,1071,1618,1175,443,77323,30832,46491,5266,2627,2639
B0103,27,802848,Osmanabad (M Cl),Urban,Illiterate,24826,10866,13960,3411,1940,1471,574,273,301,277,142,135,20841,8653,12188,308,86,222
B0103,27,802848,Osmanabad (M Cl),Urban,Literate,86999,46958,40041,27503,22535,4968,3014,2244,770,1341,1033,308,56482,22179,34303,4958,2541,2417
B0103,27,802848,Osmanabad (M Cl),Urban,Literate but below matric/secondary,40832,20456,20376,9237,7472,1765,1220,884,336,553,426,127,30375,12100,18275,1088,497,591
B0103,27,802848,Osmanabad (M Cl),Urban,Matric/secondary but below graduate,25985,13983,12002,7898,6818,1080,926,732,194,440,354,86,17161,6433,10728,1941,1017,924
B0103,27,802848,Osmanabad (M Cl),Urban,Technical diploma or certificate not equal to degree,1421,1091,330,760,654,106,36,33,3,15,14,1,625,404,221,180,126,54
B0103,27,802848,Osmanabad (M Cl),Urban,Graduate and above other than technical degree,10073,6710,3363,5634,4672,962,445,348,97,174,146,28,3994,1690,2304,943,486,457
B0103,27,802848,Osmanabad (M Cl),Urban,Technical degree or diploma equal to degree or post-graduate degree,4230,2749,1481,2348,1749,599,141,87,54,60,30,30,1741,913,828,572,312,260
B0103,27,802855,Barshi (M Cl),Urban,Total,118722,60801,57921,35888,28576,7312,2997,1693,1304,1138,683,455,79837,30532,49305,3461,1742,1719
B0103,27,802855,Barshi (M Cl),Urban,Illiterate,28400,11740,16660,4840,2535,2305,724,239,485,255,98,157,22836,8966,13870,323,95,228
B0103,27,802855,Barshi (M Cl),Urban,Literate,90322,49061,41261,31048,26041,5007,2273,1454,819,883,585,298,57001,21566,35435,3138,1647,1491
B0103,27,802855,Barshi (M Cl),Urban,Literate but below matric/secondary,47502,23959,23543,13096,10713,2383,1203,720,483,476,309,167,33203,12526,20677,937,439,498
B0103,27,802855,Barshi (M Cl),Urban,Matric/secondary but below graduate,25979,14417,11562,8932,7983,949,636,448,188,233,164,69,16411,5986,10425,1063,601,462
B0103,27,802855,Barshi (M Cl),Urban,Technical diploma or certificate not equal to degree,1392,1099,293,708,636,72,26,21,5,14,12,2,658,442,216,113,82,31
B0103,27,802855,Barshi (M Cl),Urban,Graduate and above other than technical degree,9179,5912,3267,5251,4441,810,196,134,62,74,47,27,3732,1337,2395,582,299,283
B0103,27,802855,Barshi (M Cl),Urban,Technical degree or diploma equal to degree or post-graduate degree,4172,2652,1520,2311,1693,618,87,57,30,44,27,17,1774,902,872,384,189,195
B0103,27,802856,Solapur (M Corp.),Urban,Total,951558,481064,470494,328455,234600,93855,26480,15561,10919,7645,5324,2321,596623,230903,365720,30954,16073,14881
B0103,27,802856,Solapur (M Corp.),Urban,Illiterate,254231,101000,153231,64036,28564,35472,6387,2563,3824,1461,778,683,183808,69873,113935,2829,937,1892
B0103,27,802856,Solapur (M Corp.),Urban,Literate,697327,380064,317263,264419,206036,58383,20093,12998,7095,6184,4546,1638,412815,161030,251785,28125,15136,12989
B0103,27,802856,Solapur (M Corp.),Urban,Literate but below matric/secondary,376338,193067,183271,124221,91724,32497,10489,6624,3865,3061,2300,761,241628,94719,146909,8714,4293,4421
B0103,27,802856,Solapur (M Corp.),Urban,Matric/secondary but below graduate,202844,115945,86899,76450,65141,11309,5718,3922,1796,1910,1411,499,120676,46882,73794,11579,6819,4760
B0103,27,802856,Solapur (M Corp.),Urban,Technical diploma or certificate not equal to degree,9228,6959,2269,4932,4303,629,217,154,63,71,57,14,4079,2502,1577,791,545,246
B0103,27,802856,Solapur (M Corp.),Urban,Graduate and above other than technical degree,67658,41874,25784,38181,30857,7324,1959,1292,667,650,455,195,27518,9725,17793,4505,2254,2251
B0103,27,802856,Solapur (M Corp.),Urban,Technical degree or diploma equal to degree or post-graduate degree,20980,12285,8695,11814,8005,3809,555,314,241,233,131,102,8611,3966,4645,1872,895,977
B0103,27,802869,Satara (MCl),Urban,Total,120195,61129,59066,36746,28815,7931,3640,2117,1523,1567,1006,561,79809,30197,49612,4581,1946,2635
B0103,27,802869,Satara (MCl),Urban,Illiterate,19987,8693,11294,2612,1394,1218,684,293,391,341,158,183,16691,7006,9685,219,47,172
B0103,27,802869,Satara (MCl),Urban,Literate,100208,52436,47772,34134,27421,6713,2956,1824,1132,1226,848,378,63118,23191,39927,4362,1899,2463
B0103,27,802869,Satara (MCl),Urban,Literate but below matric/secondary,40774,20035,20739,8968,7205,1763,1361,843,518,588,423,165,30445,11987,18458,922,348,574
B0103,27,802869,Satara (MCl),Urban,Matric/secondary but below graduate,33016,17422,15594,10954,9449,1505,934,601,333,359,259,100,21128,7372,13756,1812,880,932
B0103,27,802869,Satara (MCl),Urban,Technical diploma or certificate not equal to degree,2296,1801,495,1254,1113,141,41,35,6,24,18,6,1001,653,348,157,103,54
B0103,27,802869,Satara (MCl),Urban,Graduate and above other than technical degree,17539,9292,8247,9398,7090,2308,413,208,205,171,101,70,7728,1994,5734,1067,369,698
B0103,27,802869,Satara (MCl),Urban,Technical degree or diploma equal to degree or post-graduate degree,4753,2977,1776,2911,2070,841,92,54,38,47,23,24,1750,853,897,346,175,171
B0103,27,802884,Ichalkaranji (MCl),Urban,Total,287353,149164,138189,99152,82809,16343,4071,2382,1689,526,363,163,184130,63973,120157,4482,2098,2384
B0103,27,802884,Ichalkaranji (MCl),Urban,Illiterate,69283,30165,39118,12592,8147,4445,816,308,508,83,42,41,55875,21710,34165,442,150,292
B0103,27,802884,Ichalkaranji (MCl),Urban,Literate,218070,118999,99071,86560,74662,11898,3255,2074,1181,443,321,122,128255,42263,85992,4040,1948,2092
B0103,27,802884,Ichalkaranji (MCl),Urban,Literate but below matric/secondary,113879,59145,54734,36846,31137,5709,1576,944,632,201,150,51,75457,27064,48393,1306,553,753
B0103,27,802884,Ichalkaranji (MCl),Urban,Matric/secondary but below graduate,67505,38626,28879,29769,26973,2796,1002,693,309,146,109,37,36734,10960,25774,1539,832,707
B0103,27,802884,Ichalkaranji (MCl),Urban,Technical diploma or certificate not equal to degree,2380,1805,575,1356,1189,167,33,28,5,10,10,0,991,588,403,124,86,38
B0103,27,802884,Ichalkaranji (MCl),Urban,Graduate and above other than technical degree,18639,11150,7489,10893,9323,1570,252,154,98,39,22,17,7494,1673,5821,641,275,366
B0103,27,802884,Ichalkaranji (MCl),Urban,Technical degree or diploma equal to degree or post-graduate degree,4005,2557,1448,2541,1826,715,72,44,28,18,9,9,1392,687,705,231,116,115
B0103,27,802887,Kolhapur (M Corp.),Urban,Total,549236,280366,268870,178211,142598,35613,13345,8058,5287,3065,2053,1012,357680,129710,227970,15739,7310,8429
B0103,27,802887,Kolhapur (M Corp.),Urban,Illiterate,98971,43605,55366,15827,9032,6795,1826,760,1066,406,197,209,81318,33813,47505,690,249,441
B0103,27,802887,Kolhapur (M Corp.),Urban,Literate,450265,236761,213504,162384,133566,28818,11519,7298,4221,2659,1856,803,276362,95897,180465,15049,7061,7988
B0103,27,802887,Kolhapur (M Corp.),Urban,Literate but below matric/secondary,171998,83558,88440,41844,33353,8491,4156,2461,1695,1058,740,318,125998,47744,78254,2680,1256,1424
B0103,27,802887,Kolhapur (M Corp.),Urban,Matric/secondary but below graduate,152144,81917,70227,55368,48667,6701,3819,2627,1192,858,662,196,92957,30623,62334,5593,2914,2679
B0103,27,802887,Kolhapur (M Corp.),Urban,Technical diploma or certificate not equal to degree,9702,7561,2141,5869,5192,677,226,171,55,45,34,11,3607,2198,1409,423,266,157
B0103,27,802887,Kolhapur (M Corp.),Urban,Graduate and above other than technical degree,74448,40991,33457,38985,30975,8010,1871,1140,731,407,242,165,33592,8876,24716,4449,1702,2747
B0103,27,802887,Kolhapur (M Corp.),Urban,Technical degree or diploma equal to degree or post-graduate degree,17995,11608,6387,11104,8155,2949,407,248,159,102,55,47,6484,3205,3279,1191,633,558
B0103,27,802895,Sangli-Miraj Kupwad (M Corp.),Urban,Total,502793,253640,249153,158958,124356,34602,14267,8218,6049,4463,2972,1491,329568,121066,208502,15651,7123,8528
B0103,27,802895,Sangli-Miraj Kupwad (M Corp.),Urban,Illiterate,117065,50788,66277,21339,12945,8394,3378,1538,1840,887,490,397,92348,36305,56043,1397,469,928
B0103,27,802895,Sangli-Miraj Kupwad (M Corp.),Urban,Literate,385728,202852,182876,137619,111411,26208,10889,6680,4209,3576,2482,1094,237220,84761,152459,14254,6654,7600
B0103,27,802895,Sangli-Miraj Kupwad (M Corp.),Urban,Literate but below matric/secondary,188977,94520,94457,53242,43035,10207,5770,3550,2220,1915,1369,546,129965,47935,82030,4312,1825,2487
B0103,27,802895,Sangli-Miraj Kupwad (M Corp.),Urban,Matric/secondary but below graduate,117942,63977,53965,42973,37012,5961,3075,2017,1058,969,703,266,71894,24948,46946,5473,2835,2638
B0103,27,802895,Sangli-Miraj Kupwad (M Corp.),Urban,Technical diploma or certificate not equal to degree,7514,5568,1946,4364,3665,699,159,101,58,62,35,27,2991,1802,1189,447,280,167
B0103,27,802895,Sangli-Miraj Kupwad (M Corp.),Urban,Graduate and above other than technical degree,47037,25697,21340,24916,19218,5698,1054,570,484,363,226,137,21067,5909,15158,2679,1061,1618
B0103,27,802895,Sangli-Miraj Kupwad (M Corp.),Urban,Technical degree or diploma equal to degree or post-graduate degree,13715,8415,5300,8275,5728,2547,288,176,112,111,64,47,5152,2511,2641,1043,525,518
B0103,28,802896,Adilabad (M),Urban,Total,117167,59448,57719,35049,27981,7068,6115,3341,2774,3096,1778,1318,76003,28126,47877,6518,2646,3872
